id_complex	x	y
1bn1	"[1.862e+03 4.120e+02 8.650e+02 0.000e+00 0.000e+00 6.490e+02 0.000e+00
 0.000e+00 0.000e+00 4.770e+02 1.190e+02 2.380e+02 0.000e+00 0.000e+00
 1.830e+02 0.000e+00 0.000e+00 0.000e+00 4.250e+02 1.050e+02 2.240e+02
 0.000e+00 0.000e+00 1.590e+02 0.000e+00 0.000e+00 0.000e+00 1.200e+01
 1.000e+00 4.000e+00 0.000e+00 0.000e+00 3.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	9.34
1bn3	"[2.137e+03 4.150e+02 9.870e+02 0.000e+00 0.000e+00 6.430e+02 0.000e+00
 0.000e+00 0.000e+00 5.610e+02 1.160e+02 2.690e+02 0.000e+00 0.000e+00
 1.870e+02 0.000e+00 0.000e+00 0.000e+00 4.950e+02 1.040e+02 2.500e+02
 0.000e+00 0.000e+00 1.600e+02 0.000e+00 0.000e+00 0.000e+00 1.300e+01
 1.000e+00 5.000e+00 0.000e+00 0.000e+00 3.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	9.89
1bn4	"[1.845e+03 4.100e+02 9.700e+02 0.000e+00 0.000e+00 6.470e+02 0.000e+00
 0.000e+00 0.000e+00 4.720e+02 1.190e+02 2.600e+02 0.000e+00 0.000e+00
 1.820e+02 0.000e+00 0.000e+00 0.000e+00 4.230e+02 1.060e+02 2.460e+02
 0.000e+00 0.000e+00 1.600e+02 0.000e+00 0.000e+00 0.000e+00 1.200e+01
 1.000e+00 5.000e+00 0.000e+00 0.000e+00 3.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	9.31
1bnn	"[2.138e+03 4.170e+02 1.001e+03 0.000e+00 0.000e+00 6.490e+02 0.000e+00
 0.000e+00 0.000e+00 5.510e+02 1.170e+02 2.720e+02 0.000e+00 0.000e+00
 1.850e+02 0.000e+00 0.000e+00 0.000e+00 5.000e+02 1.050e+02 2.510e+02
 0.000e+00 0.000e+00 1.620e+02 0.000e+00 0.000e+00 0.000e+00 1.300e+01
 1.000e+00 5.000e+00 0.000e+00 0.000e+00 3.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	10.0
1bnq	"[1970.  599.  986.    0.    0.  636.    0.    0.    0.  516.  163.  269.
    0.    0.  184.    0.    0.    0.  462.  145.  250.    0.    0.  164.
    0.    0.    0.   11.    4.    5.    0.    0.    3.    0.    0.    0.]"	9.49
1bnt	"[2.100e+03 4.110e+02 1.141e+03 0.000e+00 0.000e+00 6.390e+02 0.000e+00
 0.000e+00 0.000e+00 5.550e+02 1.180e+02 3.080e+02 0.000e+00 0.000e+00
 1.840e+02 0.000e+00 0.000e+00 0.000e+00 4.970e+02 1.040e+02 2.890e+02
 0.000e+00 0.000e+00 1.610e+02 0.000e+00 0.000e+00 0.000e+00 1.300e+01
 1.000e+00 6.000e+00 0.000e+00 0.000e+00 3.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	9.8
1bnu	"[1881.  410. 1047.    0.    0.  787.    0.    0.    0.  492.  120.  292.
    0.    0.  217.    0.    0.    0.  442.  105.  269.    0.    0.  193.
    0.    0.    0.   11.    2.    6.    0.    0.    4.    0.    0.    0.]"	9.7
1bnv	"[2.315e+03 5.910e+02 9.920e+02 0.000e+00 0.000e+00 6.410e+02 0.000e+00
 0.000e+00 0.000e+00 6.140e+02 1.640e+02 2.660e+02 0.000e+00 0.000e+00
 1.870e+02 0.000e+00 0.000e+00 0.000e+00 5.420e+02 1.450e+02 2.500e+02
 0.000e+00 0.000e+00 1.620e+02 0.000e+00 0.000e+00 0.000e+00 1.400e+01
 2.000e+00 5.000e+00 0.000e+00 0.000e+00 3.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.77
1bnw	"[1.495e+03 4.100e+02 8.580e+02 0.000e+00 0.000e+00 7.730e+02 0.000e+00
 0.000e+00 0.000e+00 3.910e+02 1.170e+02 2.360e+02 0.000e+00 0.000e+00
 2.180e+02 0.000e+00 0.000e+00 0.000e+00 3.530e+02 1.050e+02 2.160e+02
 0.000e+00 0.000e+00 1.870e+02 0.000e+00 0.000e+00 0.000e+00 9.000e+00
 1.000e+00 4.000e+00 0.000e+00 0.000e+00 4.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	9.08
1bp0	"[1652.  397. 1388.    0.  159.    0.    0.    0.    0.  468.  102.  404.
    0.   48.    0.    0.    0.    0.  407.   88.  374.    0.   48.    0.
    0.    0.    0.    9.    2.   10.    0.    2.    0.    0.    0.    0.]"	5.4
1bq4	"[1886.    0. 1871.    0.    0.    0.    0.    0.    0.  715.    0.  681.
    0.    0.    0.    0.    0.    0.  524.    0.  519.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	5.22
1br6	"[2.441e+03 1.154e+03 4.990e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 6.700e+02 3.010e+02 1.390e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.180e+02 3.270e+02 1.440e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.000e+00
 3.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	3.22
1bty	"[1194.  380.    0.    0.    0.    0.    0.    0.    0.  331.  106.    0.
    0.    0.    0.    0.    0.    0.  409.  121.    0.    0.    0.    0.
    0.    0.    0.   33.    9.    0.    0.    0.    0.    0.    0.    0.]"	4.74
1bv7	"[7.064e+03 9.520e+02 9.460e+02 0.000e+00 0.000e+00 2.620e+02 0.000e+00
 0.000e+00 0.000e+00 1.932e+03 2.640e+02 2.430e+02 0.000e+00 0.000e+00
 7.400e+01 0.000e+00 0.000e+00 0.000e+00 2.034e+03 2.670e+02 2.690e+02
 0.000e+00 0.000e+00 7.700e+01 0.000e+00 0.000e+00 0.000e+00 6.000e+00
 4.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	10.3
1bv9	"[6.993e+03 9.230e+02 9.230e+02 0.000e+00 0.000e+00 2.500e+02 0.000e+00
 0.000e+00 0.000e+00 1.983e+03 2.750e+02 2.500e+02 0.000e+00 0.000e+00
 7.500e+01 0.000e+00 0.000e+00 0.000e+00 2.082e+03 2.700e+02 2.720e+02
 0.000e+00 0.000e+00 7.600e+01 0.000e+00 0.000e+00 0.000e+00 6.000e+00
 4.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	9.96
1bwa	"[7.007e+03 9.290e+02 9.250e+02 0.000e+00 0.000e+00 2.480e+02 0.000e+00
 0.000e+00 0.000e+00 1.987e+03 2.690e+02 2.500e+02 0.000e+00 0.000e+00
 7.300e+01 0.000e+00 0.000e+00 0.000e+00 2.074e+03 2.700e+02 2.690e+02
 0.000e+00 0.000e+00 7.400e+01 0.000e+00 0.000e+00 0.000e+00 6.000e+00
 4.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.6
1bwb	"[7.713e+03 1.160e+03 9.240e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 2.162e+03 3.400e+02 2.490e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.286e+03 3.500e+02 2.680e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.400e+01
 5.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.42
1bxo	"[4603.  608. 1407.    0.  180.    0.    0.    0.    0. 1192.  150.  343.
    0.   46.    0.    0.    0.    0. 1747.  234.  506.    0.   62.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	10.0
1bxq	"[4.525e+03 6.280e+02 1.461e+03 0.000e+00 1.850e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.173e+03 1.530e+02 3.540e+02 0.000e+00 4.700e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.713e+03 2.420e+02 5.210e+02
 0.000e+00 6.200e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.38
1bxr	"[1910. 1133. 2337.    0.  575.    0.    0.    0.    0.  596.  333.  791.
    0.  198.    0.    0.    0.    0.  648.  359.  839.    0.  212.    0.
    0.    0.    0.   22.   14.   36.    0.   10.    0.    0.    0.    0.]"	3.4
1bzc	"[1.918e+03 1.380e+02 8.680e+02 3.570e+02 2.000e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 6.880e+02 4.900e+01 2.780e+02 1.170e+02 6.600e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.070e+02 4.400e+01 2.500e+02
 9.800e+01 6.000e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.100e+01
 1.000e+00 1.500e+01 4.000e+00 3.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	4.92
1bzj	"[1703.    0.  804.  358.  199.    0.    0.    0.    0.  609.    0.  259.
  111.   63.    0.    0.    0.    0.  537.    0.  225.  100.   59.    0.
    0.    0.    0.   26.    0.   15.    3.    5.    0.    0.    0.    0.]"	4.66
1bzy	"[2.370e+03 1.056e+03 1.410e+03 0.000e+00 1.870e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 6.170e+02 2.700e+02 3.620e+02 0.000e+00 4.700e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.980e+02 3.230e+02 4.250e+02
 0.000e+00 6.100e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.000e+00
 3.000e+00 8.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.34
1c1r	"[2246.  875.    0.    0.    0.    0.    0.    0.    0.  630.  253.    0.
    0.    0.    0.    0.    0.    0.  785.  305.    0.    0.    0.    0.
    0.    0.    0.   72.   24.    0.    0.    0.    0.    0.    0.    0.]"	7.63
1c1u	"[2586.  978.    0.    0.    0.    0.    0.    0.    0.  708.  267.    0.
    0.    0.    0.    0.    0.    0.  846.  321.    0.    0.    0.    0.
    0.    0.    0.   68.   24.    0.    0.    0.    0.    0.    0.    0.]"	8.25
1c1v	"[2677. 1240.    0.    0.    0.    0.    0.    0.    0.  739.  341.    0.
    0.    0.    0.    0.    0.    0.  859.  398.    0.    0.    0.    0.
    0.    0.    0.   70.   33.    0.    0.    0.    0.    0.    0.    0.]"	7.64
1c3x	"[973. 985. 200.   0.   0.   0.   0.   0. 164. 262. 261.  53.   0.   0.
   0.   0.   0.  47. 282. 287.  61.   0.   0.   0.   0.   0.  52.  10.
  10.   2.   0.   0.   0.   0.   0.   2.]"	3.68
1c4u	"[3.636e+03 9.860e+02 6.820e+02 0.000e+00 0.000e+00 1.180e+02 0.000e+00
 1.560e+02 0.000e+00 9.460e+02 2.600e+02 1.820e+02 0.000e+00 0.000e+00
 3.300e+01 0.000e+00 4.000e+01 0.000e+00 1.093e+03 3.070e+02 2.040e+02
 0.000e+00 0.000e+00 3.400e+01 0.000e+00 4.300e+01 0.000e+00 7.000e+01
 2.400e+01 1.400e+01 0.000e+00 0.000e+00 2.000e+00 0.000e+00 1.000e+00
 0.000e+00]"	10.37
1c5c	"[2388.  160. 1343.    0.    0.  410.    0.    0.    0.  587.   40.  333.
    0.    0.  104.    0.    0.    0.  510.   36.  293.    0.    0.   90.
    0.    0.    0.   12.    0.    9.    0.    0.    3.    0.    0.    0.]"	6.96
1c5n	"[1479.  378.    0.    0.    0.  197.    0.    0.  126.  411.  104.    0.
    0.    0.   54.    0.    0.   37.  485.  122.    0.    0.    0.   65.
    0.    0.   45.   36.    8.    0.    0.    0.    6.    0.    0.    3.]"	4.7
1c5o	"[1263.  381.    0.    0.    0.    0.    0.    0.    0.  342.  107.    0.
    0.    0.    0.    0.    0.    0.  427.  126.    0.    0.    0.    0.
    0.    0.    0.   32.    8.    0.    0.    0.    0.    0.    0.    0.]"	3.49
1c5p	"[1178.  376.    0.    0.    0.    0.    0.    0.    0.  331.  107.    0.
    0.    0.    0.    0.    0.    0.  403.  121.    0.    0.    0.    0.
    0.    0.    0.   32.    9.    0.    0.    0.    0.    0.    0.    0.]"	4.68
1c5q	"[1369.  378.    0.    0.    0.  192.    0.    0.  121.  396.  105.    0.
    0.    0.   53.    0.    0.   35.  487.  120.    0.    0.    0.   62.
    0.    0.   43.   39.    9.    0.    0.    0.    6.    0.    0.    3.]"	6.36
1c5s	"[1378.  377.    0.    0.    0.  191.    0.    0.    0.  390.  108.    0.
    0.    0.   51.    0.    0.    0.  490.  123.    0.    0.    0.   61.
    0.    0.    0.   38.    9.    0.    0.    0.    6.    0.    0.    0.]"	6.0
1c5t	"[1214.  531.    0.    0.    0.  194.    0.    0.    0.  347.  153.    0.
    0.    0.   53.    0.    0.    0.  436.  182.    0.    0.    0.   61.
    0.    0.    0.   34.   13.    0.    0.    0.    6.    0.    0.    0.]"	4.1
1c5x	"[1570.  417.    0.    0.    0.  208.    0.    0.  139.  438.  113.    0.
    0.    0.   55.    0.    0.   42.  505.  118.    0.    0.    0.   63.
    0.    0.   45.   43.    9.    0.    0.    0.    7.    0.    0.    3.]"	6.68
1c5y	"[1419.  598.    0.    0.    0.  208.    0.    0.    0.  393.  165.    0.
    0.    0.   56.    0.    0.    0.  446.  181.    0.    0.    0.   63.
    0.    0.    0.   37.   14.    0.    0.    0.    7.    0.    0.    0.]"	4.2
1c70	"[6.401e+03 6.930e+02 8.760e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.782e+03 1.890e+02 2.420e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.934e+03 2.150e+02 2.690e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	10.3
1c83	"[1643.  314.  901.    0.    0.    0.    0.    0.    0.  581.  107.  293.
    0.    0.    0.    0.    0.    0.  524.   91.  269.    0.    0.    0.
    0.    0.    0.   25.    5.   14.    0.    0.    0.    0.    0.    0.]"	4.85
1c84	"[1855.  179.  896.    0.    0.    0.    0.    0.    0.  683.   63.  298.
    0.    0.    0.    0.    0.    0.  593.   53.  259.    0.    0.    0.
    0.    0.    0.   30.    3.   14.    0.    0.    0.    0.    0.    0.]"	5.0
1c86	"[1467.  179. 1011.    0.    0.  162.    0.    0.    0.  511.   63.  338.
    0.    0.   55.    0.    0.    0.  460.   53.  294.    0.    0.   49.
    0.    0.    0.   22.    3.   15.    0.    0.    2.    0.    0.    0.]"	4.7
1c87	"[1475.  185. 1014.    0.    0.  162.    0.    0.    0.  521.   60.  339.
    0.    0.   56.    0.    0.    0.  473.   53.  298.    0.    0.   50.
    0.    0.    0.   22.    3.   16.    0.    0.    2.    0.    0.    0.]"	4.2
1c88	"[1469.  287.  905.    0.    0.  163.    0.    0.    0.  525.  100.  297.
    0.    0.   57.    0.    0.    0.  472.   85.  273.    0.    0.   50.
    0.    0.    0.   24.    5.   14.    0.    0.    2.    0.    0.    0.]"	5.29
1cbx	"[2380.    0.  790.    0.    0.    0.    0.    0.    0.  682.    0.  238.
    0.    0.    0.    0.    0.    0.  757.    0.  262.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	6.35
1ceb	"[1.095e+03 1.220e+02 2.550e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 2.920e+02 3.300e+01 6.700e+01 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.750e+02 3.100e+01 6.500e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.200e+01
 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.0
1cet	"[1949.  317.    0.    0.    0.    0.  188.    0.    0.  441.   69.    0.
    0.    0.    0.   48.    0.    0.  498.   78.    0.    0.    0.    0.
   52.    0.    0.   25.    5.    0.    0.    0.    0.    2.    0.    0.]"	2.89
1cgl	"[3.919e+03 6.490e+02 8.970e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.090e+03 1.730e+02 2.490e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.207e+03 2.050e+02 2.660e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+01
 2.000e+00 3.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.87
1ciz	"[4.747e+03 4.770e+02 7.070e+02 0.000e+00 0.000e+00 1.670e+02 0.000e+00
 0.000e+00 0.000e+00 1.201e+03 1.140e+02 1.750e+02 0.000e+00 0.000e+00
 4.500e+01 0.000e+00 0.000e+00 0.000e+00 1.247e+03 1.170e+02 1.830e+02
 0.000e+00 0.000e+00 4.400e+01 0.000e+00 0.000e+00 0.000e+00 2.800e+01
 3.000e+00 4.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.44
1cnw	"[2.278e+03 5.200e+02 9.820e+02 0.000e+00 0.000e+00 2.410e+02 0.000e+00
 0.000e+00 0.000e+00 6.120e+02 1.440e+02 2.540e+02 0.000e+00 0.000e+00
 6.700e+01 0.000e+00 0.000e+00 0.000e+00 5.460e+02 1.270e+02 2.440e+02
 0.000e+00 0.000e+00 6.000e+01 0.000e+00 0.000e+00 0.000e+00 1.500e+01
 3.000e+00 6.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.72
1cnx	"[2.166e+03 4.700e+02 9.050e+02 0.000e+00 0.000e+00 2.450e+02 0.000e+00
 0.000e+00 0.000e+00 5.780e+02 1.300e+02 2.420e+02 0.000e+00 0.000e+00
 6.800e+01 0.000e+00 0.000e+00 0.000e+00 5.170e+02 1.140e+02 2.230e+02
 0.000e+00 0.000e+00 6.000e+01 0.000e+00 0.000e+00 0.000e+00 1.300e+01
 2.000e+00 5.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.37
1cny	"[2.325e+03 5.040e+02 9.620e+02 0.000e+00 0.000e+00 2.410e+02 0.000e+00
 0.000e+00 0.000e+00 6.060e+02 1.370e+02 2.500e+02 0.000e+00 0.000e+00
 7.100e+01 0.000e+00 0.000e+00 0.000e+00 5.560e+02 1.180e+02 2.360e+02
 0.000e+00 0.000e+00 5.900e+01 0.000e+00 0.000e+00 0.000e+00 1.400e+01
 3.000e+00 6.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.85
1cps	"[2313.  380.  392.    0.    0.  178.    0.    0.    0.  679.  109.  123.
    0.    0.   54.    0.    0.    0.  734.  126.  129.    0.    0.   62.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	6.66
1ctt	"[1984.  450. 1116.    0.    0.    0.    0.    0.    0.  541.  123.  292.
    0.    0.    0.    0.    0.    0.  597.  129.  325.    0.    0.    0.
    0.    0.    0.   35.    8.   20.    0.    0.    0.    0.    0.    0.]"	4.52
1ctu	"[2011.  456. 1363.    0.    0.    0.    0.    0.    0.  554.  118.  355.
    0.    0.    0.    0.    0.    0.  586.  128.  395.    0.    0.    0.
    0.    0.    0.   35.    7.   23.    0.    0.    0.    0.    0.    0.]"	11.92
1d09	"[1343.  225. 1732.    0.  221.    0.    0.    0.    0.  468.   76.  610.
    0.   76.    0.    0.    0.    0.  436.   73.  545.    0.   70.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	7.57
1d2e	"[1.367e+03 7.080e+02 1.664e+03 0.000e+00 3.320e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 4.040e+02 2.040e+02 4.790e+02 0.000e+00 9.800e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.610e+02 2.470e+02 5.440e+02
 0.000e+00 1.090e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.000e+00
 5.000e+00 7.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.0
1d3d	"[4.638e+03 2.140e+02 3.280e+02 0.000e+00 0.000e+00 1.690e+02 0.000e+00
 1.760e+02 0.000e+00 1.261e+03 5.300e+01 9.300e+01 0.000e+00 0.000e+00
 4.500e+01 0.000e+00 4.200e+01 0.000e+00 1.444e+03 6.200e+01 1.040e+02
 0.000e+00 0.000e+00 5.400e+01 0.000e+00 4.600e+01 0.000e+00 1.150e+02
 5.000e+00 9.000e+00 0.000e+00 0.000e+00 4.000e+00 0.000e+00 3.000e+00
 0.000e+00]"	9.09
1d3p	"[4.580e+03 3.150e+02 4.610e+02 0.000e+00 0.000e+00 1.560e+02 0.000e+00
 0.000e+00 0.000e+00 1.233e+03 8.300e+01 1.210e+02 0.000e+00 0.000e+00
 4.200e+01 0.000e+00 0.000e+00 0.000e+00 1.432e+03 1.000e+02 1.370e+02
 0.000e+00 0.000e+00 5.300e+01 0.000e+00 0.000e+00 0.000e+00 1.140e+02
 8.000e+00 1.300e+01 0.000e+00 0.000e+00 4.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.39
1d4h	"[6301.  361. 1354.    0.    0.    0.    0.    0.    0. 1771.   98.  368.
    0.    0.    0.    0.    0.    0. 1858.  117.  396.    0.    0.    0.
    0.    0.    0.    7.    0.    0.    0.    0.    0.    0.    0.    0.]"	10.0
1d4i	"[6630.  362. 1314.    0.    0.    0.    0.    0.    0. 1874.   98.  356.
    0.    0.    0.    0.    0.    0. 1949.  112.  387.    0.    0.    0.
    0.    0.    0.    8.    0.    0.    0.    0.    0.    0.    0.    0.]"	8.85
1d4j	"[6.207e+03 3.560e+02 1.352e+03 1.420e+02 0.000e+00 0.000e+00 2.010e+02
 0.000e+00 0.000e+00 1.741e+03 1.000e+02 3.720e+02 3.400e+01 0.000e+00
 0.000e+00 5.400e+01 0.000e+00 0.000e+00 1.836e+03 1.120e+02 3.950e+02
 3.800e+01 0.000e+00 0.000e+00 5.900e+01 0.000e+00 0.000e+00 9.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.36
1d4k	"[6.450e+03 6.760e+02 9.690e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.804e+03 1.780e+02 2.740e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.908e+03 2.040e+02 2.970e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	9.22
1d4l	"[5.393e+03 7.100e+02 1.035e+03 0.000e+00 0.000e+00 1.800e+02 0.000e+00
 0.000e+00 0.000e+00 1.501e+03 2.030e+02 2.900e+02 0.000e+00 0.000e+00
 5.000e+01 0.000e+00 0.000e+00 0.000e+00 1.588e+03 2.100e+02 3.200e+02
 0.000e+00 0.000e+00 6.000e+01 0.000e+00 0.000e+00 0.000e+00 2.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.77
1d4p	"[3542.  699.  137.    0.    0.    0.    0.    0.    0.  937.  194.   42.
    0.    0.    0.    0.    0.    0. 1088.  232.   44.    0.    0.    0.
    0.    0.    0.   75.   16.    4.    0.    0.    0.    0.    0.    0.]"	6.3
1d4y	"[5.265e+03 3.210e+02 8.890e+02 4.140e+02 0.000e+00 1.500e+02 0.000e+00
 0.000e+00 0.000e+00 1.474e+03 9.300e+01 2.430e+02 1.170e+02 0.000e+00
 4.300e+01 0.000e+00 0.000e+00 0.000e+00 1.587e+03 9.600e+01 2.670e+02
 1.320e+02 0.000e+00 4.200e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	11.1
1d6v	"[4686.  136.  544.    0.    0.    0.    0.    0.    0. 1074.   29.  125.
    0.    0.    0.    0.    0.    0. 1209.   39.  150.    0.    0.    0.
    0.    0.    0.   11.    0.    0.    0.    0.    0.    0.    0.    0.]"	6.17
1d6w	"[3.878e+03 1.172e+03 6.600e+02 0.000e+00 0.000e+00 1.200e+02 0.000e+00
 0.000e+00 0.000e+00 9.980e+02 3.170e+02 1.720e+02 0.000e+00 0.000e+00
 3.200e+01 0.000e+00 0.000e+00 0.000e+00 1.167e+03 3.680e+02 2.010e+02
 0.000e+00 0.000e+00 3.400e+01 0.000e+00 0.000e+00 0.000e+00 7.900e+01
 3.000e+01 1.300e+01 0.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	5.96
1d7i	"[524.   0. 180.   0.   0. 365.   0.   0.   0. 115.   0.  39.   0.   0.
  80.   0.   0.   0. 119.   0.  41.   0.   0.  85.   0.   0.   0.   0.
   0.   0.   0.   0.   1.   0.   0.   0.]"	3.6
1d7j	"[755.   0. 363.   0.   0.   0.   0.   0.   0. 172.   0.  79.   0.   0.
   0.   0.   0.   0. 176.   0.  86.   0.   0.   0.   0.   0.   0.   3.
   0.   1.   0.   0.   0.   0.   0.   0.]"	3.3
1d9i	"[3.459e+03 7.680e+02 6.480e+02 0.000e+00 0.000e+00 1.180e+02 0.000e+00
 0.000e+00 0.000e+00 9.130e+02 2.060e+02 1.690e+02 0.000e+00 0.000e+00
 3.200e+01 0.000e+00 0.000e+00 0.000e+00 1.031e+03 2.390e+02 1.930e+02
 0.000e+00 0.000e+00 3.400e+01 0.000e+00 0.000e+00 0.000e+00 6.600e+01
 2.000e+01 1.400e+01 0.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	9.11
1dar	"[1.165e+03 6.700e+02 1.182e+03 0.000e+00 2.110e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 3.470e+02 2.030e+02 3.470e+02 0.000e+00 6.300e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.040e+02 2.370e+02 4.060e+02
 0.000e+00 7.300e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.000e+00
 4.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	4.96
1det	"[1115.  628.  652.    0.   63.    0.    0.    0.    0.  298.  166.  179.
    0.   17.    0.    0.    0.    0.  287.  165.  173.    0.   17.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	4.3
1df8	"[2045.  435.  545.    0.    0.  230.    0.    0.    0.  540.  105.  143.
    0.    0.   57.    0.    0.    0.  582.  119.  156.    0.    0.   67.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	9.7
